Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.707s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	15.4	18.6
61	793.12	552.16
62	713.44	701.6
63	646.24	700.64
64	722.72	801.12
65	665.44	781.44
66	832.96	910.56
67	794.88	981.28
68	959.84	783.2
69	613.44	679.36
70	767.68	619.04
71	724.48	843.84
72	776.32	801.44
73	840.32	658.56
74	745.76	690.88
75	914.56	625.12
76	868.64	748.48
77	756.96	835.68
78	641.92	723.2
79	886.56	805.92
80	869.6	747.84
81	729.44	816.8
82	970.08	541.28
83	731.36	756.48
84	718.56	812
85	794.4	867.68
86	873.44	755.68
87	853.12	631.04
88	664.96	882.24
89	794.4	829.76
90	901.76	800.96
91	586.88	559.2
92	730.08	840.8
93	925.76	696.48
94	834.08	916.8
95	446.4	796
96	646.24	694.72
97	800.32	796.48
98	692.16	548.48
99	778.56	896.16
100	626.72	629.28
101	669.6	641.92
102	756.64	837.92
103	516.48	920.32
104	718.56	781.92
105	847.36	833.76
106	643.52	627.52
107	752.8	733.44
108	796.8	821.6
109	641.44	791.36
110	746.24	736.48
111	747.36	813.28
112	731.52	772.48
113	589.76	704.32
114	947.04	707.68
115	870.72	668
116	616.64	655.2
117	799.36	482.72
118	993.6	616.96
119	768.64	680.16
120	657.6	753.76
(1,0)	(2,1377)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	757.421	744.008
delay	0.16021	0.163983
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=15e5', '--packetSize=2e2', '--tcp=0', '--RngRun=4'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
